source_type,source_name,text,published_at,engagement,claim,verdict,clean_text,sentiment_score,sentiment,media_bias,truth_bucket,published_date
news,Wonkette.com,"It has been oft discussed in the august pages of Wonkette that Donald Trump is the oldest man who ever lived, not to mention the oldest president. He is so old that his brain stopped functioning in a… [+5891 chars]",2026-04-30T12:55:55Z,0,,,"It has been oft discussed in the august pages of Wonkette that Donald Trump is the oldest man who ever lived, not to mention the oldest president. He is so old that his brain stopped functioning in a 5891 chars",0.1,positive,left,unknown,2026-04-30
news,Fox News,"Rep. Byron Donalds, R-Fla., rallied behind Florida Gov. Ron DeSantis while blasting Democratic House Minority Leader Hakeem Jeffries and California Gov. Gavin Newsom over redistricting efforts.
DeSa… [+2877 chars]",2026-04-30T10:00:46Z,0,,,"Rep. Byron Donalds, R-Fla., rallied behind Florida Gov. Ron DeSantis while blasting Democratic House Minority Leader Hakeem Jeffries and California Gov. Gavin Newsom over redistricting efforts. DeSa 2877 chars",-0.4,negative,right,unknown,2026-04-30
news,HuffPost,"Donald Trump appeared to mix up two wars during remarks to reporters on Wednesday.
The president was taking questions after a press event with the Artemis II astronauts when he turned to CNNs Kaitla… [+2092 chars]",2026-04-30T08:22:29Z,0,,,Donald Trump appeared to mix up two wars during remarks to reporters on Wednesday. The president was taking questions after a press event with the Artemis II astronauts when he turned to CNNs Kaitla 2092 chars,0.0,neutral,left,unknown,2026-04-30
news,Sciencebasedmedicine.org,"“COVID policyhappened to be the subject I knew the least about.”
My book, We Want Them Infected, shared several key features with the book In COVIDs Wake. They both discussed our disastrous pandemic… [+14040 chars]",2026-04-30T07:05:00Z,0,,,"COVID policyhappened to be the subject I knew the least about. My book, We Want Them Infected, shared several key features with the book In COVIDs Wake. They both discussed our disastrous pandemic 14040 chars",-0.2333333333333333,negative,unknown,unknown,2026-04-30
news,Al Jazeera English,"New Delhi, India Indian officials have floated a controversial plan to introduce apex predators such as crocodiles and venomous snakes into riverine stretches along the Bangladesh border, to act as n… [+8913 chars]",2026-04-30T05:58:25Z,0,,,"New Delhi, India Indian officials have floated a controversial plan to introduce apex predators such as crocodiles and venomous snakes into riverine stretches along the Bangladesh border, to act as n 8913 chars",0.2287878787878788,positive,leans left,unknown,2026-04-30
news,The-independent.com,"Your support helps us to tell the story
From reproductive rights to climate change to Big Tech, The Independent is on the ground when the story is developing. Whether it's investigating the financia… [+3167 chars]",2026-04-30T05:14:49Z,0,,,"Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The Independent is on the ground when the story is developing. Whether it's investigating the financia 3167 chars",0.0,neutral,leans left,unknown,2026-04-30
news,Freerepublic.com,"Skip to comments.
New York Mayor Mamdani encourages King Charles to return Koh-i-Noor DiamondReuters ^
 | April 29, 2026
 | Kanishka Singh
Posted on 04/29/2026 9:06:21 PM PDT by CondoleezzaProteg… [+5616 chars]",2026-04-30T04:06:21Z,0,,,"Skip to comments. New York Mayor Mamdani encourages King Charles to return Koh-i-Noor DiamondReuters April 29, 2026 Kanishka Singh Posted on 04 29 2026 9 06 21 PM PDT by CondoleezzaProteg 5616 chars",0.13636363636363635,positive,right,unknown,2026-04-30
news,POLITICO.eu,"Clearly realising that he had a captive audience who can’t get enough of mechanical, robotic arm devices, Trump started to give them his opinion on Biden.
“You know, Biden would use the autopen. He’… [+1017 chars]",2026-04-30T02:00:00Z,0,,,"Clearly realising that he had a captive audience who can t get enough of mechanical, robotic arm devices, Trump started to give them his opinion on Biden. You know, Biden would use the autopen. He 1017 chars",0.049999999999999996,neutral,leans left,unknown,2026-04-30
news,NBC News,"WASHINGTON House Republicans went into Wednesday expecting to pass two big pieces of legislation. They ended up falling short on one of them.
Subscribe to read this story ad-free 
Get unlimited acc… [+5381 chars]",2026-04-30T01:27:37Z,0,,,WASHINGTON House Republicans went into Wednesday expecting to pass two big pieces of legislation. They ended up falling short on one of them. Subscribe to read this story ad-free Get unlimited acc 5381 chars,0.0,neutral,leans left,unknown,2026-04-30
news,Fox News,"Sanctioned tankers disguised as Iraqi vessels are moving hundreds of millions of dollars in Iranian crude as President Donald Trump doubled down on the port blockade to squeeze Tehrans oil lifeline, … [+3913 chars]",2026-04-29T23:59:57Z,0,,,"Sanctioned tankers disguised as Iraqi vessels are moving hundreds of millions of dollars in Iranian crude as President Donald Trump doubled down on the port blockade to squeeze Tehrans oil lifeline, 3913 chars",-0.42777777777777776,negative,right,unknown,2026-04-29
news,Freerepublic.com,"Skip to comments.
Dems will double down on terrorism if Trump is killed - For leftists, violence is effective.American Thinker ^
 | 29 Apr, 2026
 | Texas Hughes
Posted on 04/29/2026 4:30:00 PM PD… [+3107 chars]",2026-04-29T23:30:00Z,0,,,"Skip to comments. Dems will double down on terrorism if Trump is killed - For leftists, violence is effective.American Thinker 29 Apr, 2026 Texas Hughes Posted on 04 29 2026 4 30 00 PM PD 3107 chars",-0.11851851851851852,negative,right,unknown,2026-04-29
news,Abcnews.com,"Following the alleged assassination attempt on President Donald Trump and members of his cabinet at the White House Correspondents' Association Dinner, federal officials issued a warning to anyone co… [+8462 chars]",2026-04-29T23:16:38Z,0,,,"Following the alleged assassination attempt on President Donald Trump and members of his cabinet at the White House Correspondents' Association Dinner, federal officials issued a warning to anyone co 8462 chars",-0.03333333333333333,neutral,leans left,unknown,2026-04-29
news,Mediaite,"President Donald Trump seemed to confuse two different ongoing wars on Wednesday, telling CNN’s Kaitlan Collins that Ukraine was “defeated.”
The president spoke with Russian President Vladimir Putin… [+3649 chars]",2026-04-29T22:59:34Z,0,,,"President Donald Trump seemed to confuse two different ongoing wars on Wednesday, telling CNN s Kaitlan Collins that Ukraine was defeated. The president spoke with Russian President Vladimir Putin 3649 chars",0.0,neutral,leans left,unknown,2026-04-29
news,Fox News,"California Gov. Gavin Newsom attempted to mock President Donald Trump this week by parodying a limited-edition U.S. passport featuring the commander-in-chief's image.
The exchange began after the St… [+2982 chars]",2026-04-29T22:49:00Z,0,,,California Gov. Gavin Newsom attempted to mock President Donald Trump this week by parodying a limited-edition U.S. passport featuring the commander-in-chief's image. The exchange began after the St 2982 chars,0.0,neutral,right,unknown,2026-04-29
news,The Atlantic,"This is an edition of The Atlantic Daily, a newsletter that guides you through the biggest stories of the day, helps you discover new ideas, and recommends the best in culture. Sign up for it here.In… [+8602 chars]",2026-04-29T22:47:00Z,0,,,"This is an edition of The Atlantic Daily, a newsletter that guides you through the biggest stories of the day, helps you discover new ideas, and recommends the best in culture. Sign up for it here.In 8602 chars",0.37878787878787873,positive,leans left,unknown,2026-04-29
news,Snopes.com,"Claim:
A screenshot authentically shows an April 2026 social media post in which U.S. President Donald Trump wrote, ""That DIRTY nasty 60 minute broad asked me about Epstein to try and smear me. So l… [+3538 chars]",2026-04-29T22:19:00Z,0,,,"Claim A screenshot authentically shows an April 2026 social media post in which U.S. President Donald Trump wrote, That DIRTY nasty 60 minute broad asked me about Epstein to try and smear me. So l 3538 chars",-0.37604166666666666,negative,unknown,unknown,2026-04-29
news,Freerepublic.com,"Skip to comments.
Obama - Todays Supreme Court decision effectively guts a key pillar of the Voting Rights Act, freeing state legislatures to gerrymander legislative districts to systematically dilu… [+6181 chars]",2026-04-29T21:44:09Z,0,,,"Skip to comments. Obama - Todays Supreme Court decision effectively guts a key pillar of the Voting Rights Act, freeing state legislatures to gerrymander legislative districts to systematically dilu 6181 chars",0.3,positive,right,unknown,2026-04-29
news,Ncspin.com,"The political sniping began even as chaos still reigned at the White House Correspondents Dinner.
My Facebook page blew up with posts claiming the assassination attempt was “fake,” “fishy” and “stag… [+2385 chars]",2026-04-29T20:56:52Z,0,,,"The political sniping began even as chaos still reigned at the White House Correspondents Dinner. My Facebook page blew up with posts claiming the assassination attempt was fake, fishy and stag 2385 chars",-0.16666666666666666,negative,unknown,unknown,2026-04-29
news,Mediaite,"President Donald Trump was thrilled to hear about the U.S. Supreme Court’s landmark ruling on Wednesday that voided a majority-Black congressional district in Louisiana earlier in the day, saying it … [+1516 chars]",2026-04-29T18:46:49Z,0,,,"President Donald Trump was thrilled to hear about the U.S. Supreme Court s landmark ruling on Wednesday that voided a majority-Black congressional district in Louisiana earlier in the day, saying it 1516 chars",0.3,positive,leans left,unknown,2026-04-29
news,Fox News,"Officials announced on Wednesday an international law enforcement operation dismantled at least nine overseas cryptocurrency scam centers and resulted in 276 arrests, shutting down illicit networks t… [+2377 chars]",2026-04-29T18:39:36Z,0,,,"Officials announced on Wednesday an international law enforcement operation dismantled at least nine overseas cryptocurrency scam centers and resulted in 276 arrests, shutting down illicit networks t 2377 chars",-0.15185185185185185,negative,right,unknown,2026-04-29
news,Realtor.com News,"As backlash mounts against late-night TV host Jimmy Kimmel over his controversial jokes, the comedian may find himself retreating to a different kind of stage: his serene California home.
Kimmel, 58… [+8954 chars]",2026-04-29T18:09:26Z,0,,,"As backlash mounts against late-night TV host Jimmy Kimmel over his controversial jokes, the comedian may find himself retreating to a different kind of stage his serene California home. Kimmel, 58 8954 chars",0.3833333333333333,positive,unknown,unknown,2026-04-29
news,Fox News,"Far-left podcaster Joy Reid speculated on Monday that the White House Correspondents' Association Dinner shooting over the weekend could have been staged, tying it to President Donald Trumps desire f… [+3161 chars]",2026-04-29T18:00:01Z,0,,,"Far-left podcaster Joy Reid speculated on Monday that the White House Correspondents' Association Dinner shooting over the weekend could have been staged, tying it to President Donald Trumps desire f 3161 chars",0.4,positive,right,unknown,2026-04-29
news,Freerepublic.com,"Skip to comments.
James Comey surrenders to feds after grand jury indictmentThe Post Millennial ^
 | 4/29/26
 | Hannah Nightingale
Posted on 04/29/2026 10:56:54 AM PDT by CFW
Former FBI Director… [+6486 chars]",2026-04-29T17:56:54Z,0,,,Skip to comments. James Comey surrenders to feds after grand jury indictmentThe Post Millennial 4 29 26 Hannah Nightingale Posted on 04 29 2026 10 56 54 AM PDT by CFW Former FBI Director 6486 chars,0.25,positive,right,unknown,2026-04-29
news,Dianeravitch.net,"Kevin Cullen, a columnist for The Boston Globe, lambasted the Washington press corps for inviting Trump to be their speaker. What did they expect he would say? Did they want to be insulted as “enemie… [+4361 chars]",2026-04-29T16:00:00Z,0,,,"Kevin Cullen, a columnist for The Boston Globe, lambasted the Washington press corps for inviting Trump to be their speaker. What did they expect he would say? Did they want to be insulted as enemie 4361 chars",0.0,neutral,left,unknown,2026-04-29
news,Gizmodo.com,"Cole Tomas Allen, a 31-year-old from Torrance, California, has been charged with trying to assassinate President Donald Trump during the White House Correspondents’ Dinner on Saturday, though plenty … [+2693 chars]",2026-04-29T15:10:34Z,0,,,"Cole Tomas Allen, a 31-year-old from Torrance, California, has been charged with trying to assassinate President Donald Trump during the White House Correspondents Dinner on Saturday, though plenty 2693 chars",0.0,neutral,unknown,unknown,2026-04-29
news,Snopes.com,"On April 17, 2026, The Atlantic published an article alleging that FBI Director Kash Patel 
had a drinking problem. 
In the days that followed, rumors spread across the internet about Patel's suppo… [+5703 chars]",2026-04-29T15:00:00Z,0,,,"On April 17, 2026, The Atlantic published an article alleging that FBI Director Kash Patel had a drinking problem. In the days that followed, rumors spread across the internet about Patel's suppo 5703 chars",0.0,neutral,unknown,unknown,2026-04-29
news,Yahoo Entertainment,"Moneywise and Yahoo Finance LLC may earn commission or revenue through links in the content below.
After a year of sharp swings and surprise rebounds, some investors are taking a closer look at thei… [+10636 chars]",2026-04-29T14:47:00Z,0,,,"Moneywise and Yahoo Finance LLC may earn commission or revenue through links in the content below. After a year of sharp swings and surprise rebounds, some investors are taking a closer look at thei 10636 chars",-0.125,negative,center,unknown,2026-04-29
news,Fox News,"FIRST ON FOX A bipartisan batch of senators is introducing a measure that seeks to prevent fraudsters from sapping federal student aid.
The proposal aims to block the fraudsters, often referred to a… [+2984 chars]",2026-04-29T14:36:48Z,0,,,"FIRST ON FOX A bipartisan batch of senators is introducing a measure that seeks to prevent fraudsters from sapping federal student aid. The proposal aims to block the fraudsters, often referred to a 2984 chars",0.25,positive,right,unknown,2026-04-29
news,Breitbart News,"The feud that keeps on giving gave a little more this week when President Donald Trump’s longtime foe, Rosie O’Donnell, suggested that the latest assassination attempt on the president and his cabine… [+3569 chars]",2026-04-29T14:14:23Z,0,,,"The feud that keeps on giving gave a little more this week when President Donald Trump s longtime foe, Rosie O Donnell, suggested that the latest assassination attempt on the president and his cabine 3569 chars",0.2708333333333333,positive,right,unknown,2026-04-29
news,Freerepublic.com,"Skip to comments.
FAFO: Healthcare Company Fires Social Media Manager for Claiming to be Sad That WHCD Shooter Missed (VIDEO)thegatewaypundit.com ^
 | Apr. 28, 2026
 | Mike LaChance 
Posted on 04… [+3340 chars]",2026-04-29T12:44:42Z,0,,,"Skip to comments. FAFO Healthcare Company Fires Social Media Manager for Claiming to be Sad That WHCD Shooter Missed VIDEO thegatewaypundit.com Apr. 28, 2026 Mike LaChance Posted on 04 3340 chars",-0.23333333333333334,negative,right,unknown,2026-04-29
news,Democracy Now!,AMYGOODMAN: Negotiations between the United States and Iran to end the war are at an impasse as the conflict reaches its 61st day. President Trump and his national security team are reportedly skepti… [+19485 chars],2026-04-29T12:13:45Z,0,,,AMYGOODMAN Negotiations between the United States and Iran to end the war are at an impasse as the conflict reaches its 61st day. President Trump and his national security team are reportedly skepti 19485 chars,0.0,neutral,left,unknown,2026-04-29
news,Common Dreams,"The defeat of Viktor Orbán and the Fidesz Party in Hungarian national elections on April 12 signaled a turning point for right-wing movements across Europe and in the United States. Orbán, having use… [+22416 chars]",2026-04-29T12:02:01Z,0,,,"The defeat of Viktor Orb n and the Fidesz Party in Hungarian national elections on April 12 signaled a turning point for right-wing movements across Europe and in the United States. Orb n, having use 22416 chars",0.0,neutral,left,unknown,2026-04-29
news,Fox News,"President Donald Trump and Melania Trump each called for ABC to fire Jimmy Kimmel on Monday after the liberal late-night host referred to the first lady as having the glow of ""an expectant widow"" day… [+5582 chars]",2026-04-29T11:00:36Z,0,,,President Donald Trump and Melania Trump each called for ABC to fire Jimmy Kimmel on Monday after the liberal late-night host referred to the first lady as having the glow of an expectant widow day 5582 chars,0.25,positive,right,unknown,2026-04-29
news,Wnd.com,"It’s a “he said, he said” fight with a twist and it’s soon time for the Supreme Court to rule that making wrong statements about what someone else stated can be addressed by the law.
That’s accordin… [+3101 chars]",2026-05-01T18:45:45Z,0,,,"It s a he said, he said fight with a twist and it s soon time for the Supreme Court to rule that making wrong statements about what someone else stated can be addressed by the law. That s accordin 3101 chars",-0.5,negative,right,unknown,2026-05-01
news,Wonkette.com,"With the USAs executive branch captured by President Donald John Trump and our Supreme Court certain six on the Martha-Ann Alito democracy weight-loss diet, let us check in on the third leg of our go… [+11630 chars]",2026-05-01T18:15:57Z,0,,,"With the USAs executive branch captured by President Donald John Trump and our Supreme Court certain six on the Martha-Ann Alito democracy weight-loss diet, let us check in on the third leg of our go 11630 chars",0.10714285714285714,positive,left,unknown,2026-05-01
news,The Daily Caller,"Donald Trump has now survived more known assassination attempts than any other U.S. president after Saturday’s shooting in Washington.
The gunman arrested at the White House Correspondents’ Dinner i… [+9581 chars]",2026-05-01T17:35:18Z,0,,,Donald Trump has now survived more known assassination attempts than any other U.S. president after Saturday s shooting in Washington. The gunman arrested at the White House Correspondents Dinner i 9581 chars,0.125,positive,right,unknown,2026-05-01
news,Prismreports.org,"Did you know that Truthout is a nonprofit and independently funded by readers like you? If you value what we do, please support our work with a donation.
This story was originally published at Prism… [+11410 chars]",2026-05-01T16:29:57Z,0,,,"Did you know that Truthout is a nonprofit and independently funded by readers like you? If you value what we do, please support our work with a donation. This story was originally published at Prism 11410 chars",0.1875,positive,unknown,unknown,2026-05-01
news,Slate Magazine,"Sign up for the Slatest to get the most insightful analysis, criticism, and advice out there, delivered to your inbox daily.
If Donald Trump is going to face assassination threats for the rest of hi… [+7113 chars]",2026-05-01T15:46:39Z,0,,,"Sign up for the Slatest to get the most insightful analysis, criticism, and advice out there, delivered to your inbox daily. If Donald Trump is going to face assassination threats for the rest of hi 7113 chars",0.25,positive,left,unknown,2026-05-01
news,RT,"Sovereignty, as defined in international law, is both crucial and complex. In the real shark-pool world of geopolitics, it is not hard to spot: if you have the ability to rule at home and resist atta… [+6316 chars]",2026-05-01T15:33:40Z,0,,,"Sovereignty, as defined in international law, is both crucial and complex. In the real shark-pool world of geopolitics, it is not hard to spot if you have the ability to rule at home and resist atta 6316 chars",0.009166666666666674,neutral,unknown,unknown,2026-05-01
news,Truthout,"Part of the Series
Truthout is a vital news source and a living history of political struggle. If you think our work is valuable, support us with a donation of any size.
As workers around the world… [+7109 chars]",2026-05-01T14:45:32Z,0,,,"Part of the Series Truthout is a vital news source and a living history of political struggle. If you think our work is valuable, support us with a donation of any size. As workers around the world 7109 chars",0.05,neutral,left,unknown,2026-05-01
news,Truthout,"Honest, paywall-free news is rare. Please support our boldly independent journalism with a donation of any size.
Despite a hostile labor environment, the number of workers under a union contract in … [+15079 chars]",2026-05-01T14:44:13Z,0,,,"Honest, paywall-free news is rare. Please support our boldly independent journalism with a donation of any size. Despite a hostile labor environment, the number of workers under a union contract in 15079 chars",0.3,positive,left,unknown,2026-05-01
news,Fair Observer,"Within minutes of the shots fired near the security checkpoint at the White House Correspondents Association (WHCD) dinner on April 25, social media had already delivered its verdict: STAGED. Never m… [+12596 chars]",2026-05-01T13:54:49Z,0,,,"Within minutes of the shots fired near the security checkpoint at the White House Correspondents Association WHCD dinner on April 25, social media had already delivered its verdict STAGED. Never m 12596 chars",0.044444444444444446,neutral,center,unknown,2026-05-01
news,Globalresearch.ca,"It would appear that President Trump in his hubris to be the worlds greatest and unbeatable emperor has crossed the legendary Rubicon, a reference to Julius Caesar crossing the Rubicon River in 49 BC… [+13618 chars]",2026-05-01T13:30:45Z,0,,,"It would appear that President Trump in his hubris to be the worlds greatest and unbeatable emperor has crossed the legendary Rubicon, a reference to Julius Caesar crossing the Rubicon River in 49 BC 13618 chars",1.0,positive,right,unknown,2026-05-01
news,Mediaite,"Mehdi Hasan admitted he finds himself in a “difficult position” with Tucker Carlson today as he still disapproves of the conservative pundit, but feels he’s “saying what needs to be said.”
Zeteo fou… [+3450 chars]",2026-05-01T12:52:35Z,0,,,"Mehdi Hasan admitted he finds himself in a difficult position with Tucker Carlson today as he still disapproves of the conservative pundit, but feels he s saying what needs to be said. Zeteo fou 3450 chars",-0.5,negative,leans left,unknown,2026-05-01
news,WWD,Apparel brands and retailers that are not paying attention to the U.S. Latino demographic aren’t just missing a trend—they’re missing one of the most powerful forces shaping the future of retail and … [+5294 chars],2026-05-01T12:00:00Z,0,,,Apparel brands and retailers that are not paying attention to the U.S. Latino demographic aren t just missing a trend they re missing one of the most powerful forces shaping the future of retail and 5294 chars,0.07999999999999999,positive,unknown,unknown,2026-05-01
news,New York Post,Gov. Janet Mills of Maine has suspended her US Senate campaign after failing to raise enough money to compete in the coming Democratic primary with socialist Graham Platner who will now almost certai… [+4592 chars],2026-05-01T11:00:00Z,0,,,Gov. Janet Mills of Maine has suspended her US Senate campaign after failing to raise enough money to compete in the coming Democratic primary with socialist Graham Platner who will now almost certai 4592 chars,0.2,positive,leans right,unknown,2026-05-01
news,Salon,"If there was one single idea uniting the misnamed Make America Healthy Again movement, its that health is a matter of personal responsibility, and government is in the way. This is presumably why Hea… [+8446 chars]",2026-05-01T10:45:34Z,0,,,"If there was one single idea uniting the misnamed Make America Healthy Again movement, its that health is a matter of personal responsibility, and government is in the way. This is presumably why Hea 8446 chars",0.14285714285714288,positive,left,unknown,2026-05-01
news,Katytalento.com,"It was 2017. We had hauled the CEOs of a bunch of pharmaceutical companies into the Oval Office so that President Trump could berate them about their drug prices. (Always a good time.)
Somehow, the … [+20134 chars]",2026-05-01T10:30:48Z,0,,,"It was 2017. We had hauled the CEOs of a bunch of pharmaceutical companies into the Oval Office so that President Trump could berate them about their drug prices. Always a good time. Somehow, the 20134 chars",0.7,positive,unknown,unknown,2026-05-01
news,Fox News,"FIRST AT FOX: Some 600 groups, including hard-line communists and groups affiliated with the Democratic Party, are mobilizing all over the country today to demonstrate for May Day, socialism's high h… [+10453 chars]",2026-05-01T10:27:03Z,0,,,"FIRST AT FOX Some 600 groups, including hard-line communists and groups affiliated with the Democratic Party, are mobilizing all over the country today to demonstrate for May Day, socialism's high h 10453 chars",0.20500000000000002,positive,right,unknown,2026-05-01
news,The Intercept,The White House Correspondents Dinner last weekend became the site of the third failed attempt to assassinate President Donald Trump. I remember the feeling was very similar to when it was clear that… [+49787 chars],2026-05-01T10:00:00Z,0,,,The White House Correspondents Dinner last weekend became the site of the third failed attempt to assassinate President Donald Trump. I remember the feeling was very similar to when it was clear that 49787 chars,-0.06666666666666667,negative,left,unknown,2026-05-01
news,Fox News,"For years now, the only question worth asking about the Southern Poverty Law Center has been whether the SPLC had become a cynical grift for the radical left or a hate group itself. The latest findin… [+4667 chars]",2026-05-01T09:00:16Z,0,,,"For years now, the only question worth asking about the Southern Poverty Law Center has been whether the SPLC had become a cynical grift for the radical left or a hate group itself. The latest findin 4667 chars",-0.08750000000000002,negative,right,unknown,2026-05-01
news,Naturalnews.com,"<ul><li>President Trump announced a potential large-scale reduction of U.S. troops in Germany (currently 36,000+), citing disagreements with Chancellor Friedrich Merz over Iran policy and defense spe… [+5596 chars]",2026-05-01T06:00:00Z,0,,,"ul li President Trump announced a potential large-scale reduction of U.S. troops in Germany currently 36,000 , citing disagreements with Chancellor Friedrich Merz over Iran policy and defense spe 5596 chars",0.0,neutral,right,unknown,2026-05-01
news,Americanthinker.com,"Maybe it’s just my suspicious, pessimistic nature. But, the conservative websites and forums I surf have been emitting a strange “vibe” these last few days. The Trump assassination attempt details ar… [+4471 chars]",2026-05-01T04:00:00Z,0,,,"Maybe it s just my suspicious, pessimistic nature. But, the conservative websites and forums I surf have been emitting a strange vibe these last few days. The Trump assassination attempt details ar 4471 chars",-0.08333333333333333,negative,right,unknown,2026-05-01
news,Ncspin.com,Fred Rogers is remembered for being the fatherly figure on PBS encouraging the best of children and parents to live in neighborly ways that create a productive and happy life. Our lived experience pr… [+2959 chars],2026-04-30T22:24:17Z,0,,,Fred Rogers is remembered for being the fatherly figure on PBS encouraging the best of children and parents to live in neighborly ways that create a productive and happy life. Our lived experience pr 2959 chars,0.6454545454545454,positive,unknown,unknown,2026-04-30
news,Truthout,"Honest, paywall-free news is rare. Please support our boldly independent journalism with a donation of any size.
Sen. Elizabeth Warren (D-Massachusetts) caught Secretary of Defense Pete Hegseth cont… [+3732 chars]",2026-04-30T21:10:25Z,0,,,"Honest, paywall-free news is rare. Please support our boldly independent journalism with a donation of any size. Sen. Elizabeth Warren D-Massachusetts caught Secretary of Defense Pete Hegseth cont 3732 chars",0.3,positive,left,unknown,2026-04-30
news,Truthout,"Truthout is an indispensable resource for activists, movement leaders and workers everywhere. Please make this work possible with a quick donation.
New polling indicates that most Americans are oppo… [+3648 chars]",2026-04-30T20:47:24Z,0,,,"Truthout is an indispensable resource for activists, movement leaders and workers everywhere. Please make this work possible with a quick donation. New polling indicates that most Americans are oppo 3648 chars",0.2739393939393939,positive,left,unknown,2026-04-30
news,Truthout,"Truthout is an indispensable resource for activists, movement leaders and workers everywhere. Please make this work possible with a quick donation.
Lawmakers and privacy advocates are demanding answ… [+11709 chars]",2026-04-30T20:30:53Z,0,,,"Truthout is an indispensable resource for activists, movement leaders and workers everywhere. Please make this work possible with a quick donation. Lawmakers and privacy advocates are demanding answ 11709 chars",0.24444444444444446,positive,left,unknown,2026-04-30
news,Wonkette.com,"I was going to start this column with a pitch for why you should drop everything and buy my new book, After The Great Redo speculative fiction about a future American Reconstruction but then John Rob… [+7849 chars]",2026-04-30T20:20:12Z,0,,,"I was going to start this column with a pitch for why you should drop everything and buy my new book, After The Great Redo speculative fiction about a future American Reconstruction but then John Rob 7849 chars",0.2340909090909091,positive,left,unknown,2026-04-30
news,Truthout,"Did you know that Truthout is a nonprofit and independently funded by readers like you? If you value what we do, please support our work with a donation.
The Trump administration raided the home of … [+5090 chars]",2026-04-30T19:46:30Z,0,,,"Did you know that Truthout is a nonprofit and independently funded by readers like you? If you value what we do, please support our work with a donation. The Trump administration raided the home of 5090 chars",0.0,neutral,left,unknown,2026-04-30
news,Truthout,"Support justice-driven, accurate and transparent news make a quick donation to Truthout today! 
Gas prices in the United States have reached their highest levels in years, as the impasse between the… [+3471 chars]",2026-04-30T19:29:48Z,0,,,"Support justice-driven, accurate and transparent news make a quick donation to Truthout today! Gas prices in the United States have reached their highest levels in years, as the impasse between the 3471 chars",0.4083333333333333,positive,left,unknown,2026-04-30
news,Floridaphoenix.com,"Truthout is an indispensable resource for activists, movement leaders and workers everywhere. Please make this work possible with a quick donation.
The Florida Legislature has approved a new congres… [+7959 chars]",2026-04-30T18:46:33Z,0,,,"Truthout is an indispensable resource for activists, movement leaders and workers everywhere. Please make this work possible with a quick donation. The Florida Legislature has approved a new congres 7959 chars",0.21742424242424244,positive,unknown,unknown,2026-04-30
news,Foreign Policy,"When Italian Prime Minister Giorgia Meloni swept to power in 2022, countries across the world watched her victory with interestand apprehension, in some casesto determine whether her government would… [+11445 chars]",2026-04-30T18:27:52Z,0,,,"When Italian Prime Minister Giorgia Meloni swept to power in 2022, countries across the world watched her victory with interestand apprehension, in some casesto determine whether her government would 11445 chars",0.0,neutral,unknown,unknown,2026-04-30
news,Truthout,"Support justice-driven, accurate and transparent news make a quick donation to Truthout today! 
Democratic National Committee (DNC) Chair Ken Martin has dismissed calls for the committees full autop… [+4109 chars]",2026-04-30T18:19:47Z,0,,,"Support justice-driven, accurate and transparent news make a quick donation to Truthout today! Democratic National Committee DNC Chair Ken Martin has dismissed calls for the committees full autop 4109 chars",0.38888888888888884,positive,left,unknown,2026-04-30
news,Truthout,"Truthout is a vital news source and a living history of political struggle. If you think our work is valuable, support us with a donation of any size.
This story was originally published by The 19th… [+7060 chars]",2026-04-30T18:08:58Z,0,,,"Truthout is a vital news source and a living history of political struggle. If you think our work is valuable, support us with a donation of any size. This story was originally published by The 19th 7060 chars",0.15833333333333333,positive,left,unknown,2026-04-30
news,Freerepublic.com,"Skip to comments.
TDS A Parody of Be Our Guest from Beauty and the Beast (1991)Brian Coyne Parodies ^
 | 28/4/26
 | Brian Coyne
Posted on 04/30/2026 10:58:39 AM PDT by Eleutheria5
0:00Ladies and… [+1972 chars]",2026-04-30T17:58:39Z,0,,,Skip to comments. TDS A Parody of Be Our Guest from Beauty and the Beast 1991 Brian Coyne Parodies 28 4 26 Brian Coyne Posted on 04 30 2026 10 58 39 AM PDT by Eleutheria5 0 00Ladies and 1972 chars,0.0,neutral,right,unknown,2026-04-30
news,Truthout,"Did you know that Truthout is a nonprofit and independently funded by readers like you? If you value what we do, please support our work with a donation.
Following the calamitous U.S. Supreme Court … [+4475 chars]",2026-04-30T15:47:33Z,0,,,"Did you know that Truthout is a nonprofit and independently funded by readers like you? If you value what we do, please support our work with a donation. Following the calamitous U.S. Supreme Court 4475 chars",0.0,neutral,left,unknown,2026-04-30
news,Freerepublic.com,"Skip to comments.
Planned Muslim mega city in the heart of Texas wins huge victory and gets a step closer to becoming realityUK Daily Mail ^
 | 04/30/2026
 | LAURA PARNABY
Posted on 04/30/2026 8:… [+7354 chars]",2026-04-30T15:01:36Z,0,,,Skip to comments. Planned Muslim mega city in the heart of Texas wins huge victory and gets a step closer to becoming realityUK Daily Mail 04 30 2026 LAURA PARNABY Posted on 04 30 2026 8 7354 chars,0.2875,positive,right,unknown,2026-04-30
